Base.Unit.CU.ID,Base.Unit.CU.ShortName,Year,Metric,Value
SEL-L-05-02,Nahatlatch_ES,2012,Upper.Bench,
SEL-L-06-16,Taseko_ES,2012,Upper.Bench,
SEL-L-03-01,Chilliwack_ES,2012,Upper.Bench,16000
SEL-L-06-01,Anderson_Seton_ES,2012,Upper.Bench,19000
SEL-L-06-03,Chilko_S_ES,2012,Upper.Bench,273000
SEL-L-06-07,Fran_Fras_S,2012,Upper.Bench,195000
SEL-L-03-02,Cultus_L,2012,Upper.Bench,32000
SEL-L-06-11,Seton-L,2012,Upper.Bench,8000
SEL-L-03-04,Harrison_US_L,2012,Upper.Bench,76000
SER-R02,Widgeon_RT,2012,Upper.Bench,
SEL-L-04-01,Lillooet_Harr_L,2012,Upper.Bench,77000
SEL-L-03-03,Harrison_DS_L,2012,Upper.Bench,
SEL-L-09-02,Shuswap_ES,2012,Upper.Bench,141746
SEL-L-06-14,Takla_Trem_Estu,2012,Upper.Bench,376174
SEL-L-06-10,Quesnel_S,2012,Upper.Bench,1337891
SEL-L-06-13,Takla_Trem_S_S,2012,Upper.Bench,622626
SEL-L-09-03,Shuswap_L,2012,Upper.Bench,1794869
SER-R03,Harrison_RT,2012,Upper.Bench,32000
SEL-L-03-05,Pitt_ES,2017,Recent.Total,50870
SEL-L-06-20,Nadina_Francois_ES,2017,Recent.Total,29733
SEL-L-10-01,Kamloops_ES,2017,Recent.Total,12823
SEL-L-07-01,Bowron_ES,2017,Recent.Total,4539
SEL-L-10-03,North_Barriere_ES,2017,Recent.Total,4224
SEL-L-05-02,Nahatlatch_ES,2017,Recent.Total,2444
SEL-L-06-16,Taseko_ES,2017,Recent.Total,312
SEL-L-03-01,Chilliwack_ES,2017,Recent.Total,35598
SEL-L-06-01,Anderson_Seton_ES,2017,Recent.Total,21172
SEL-L-06-03,Chilko_S_ES,2017,Recent.Total,755502
SEL-L-06-07,Fran_Fras_S,2017,Recent.Total,182228
SEL-L-03-02,Cultus_L,2017,Recent.Total,1098
SEL-L-06-11,Seton-L,2017,Recent.Total,7149
SEL-L-03-04,Harrison_US_L,2017,Recent.Total,13329
SER-R02,Widgeon_RT,2017,Recent.Total,645
SEL-L-04-01,Lillooet_Harr_L,2017,Recent.Total,40151
SEL-L-03-03,Harrison_DS_L,2017,Recent.Total,4699
SEL-L-09-02,Shuswap_ES,2017,Recent.Total,105619
SEL-L-06-14,Takla_Trem_Estu,2017,Recent.Total,75310
SEL-L-06-10,Quesnel_S,2017,Recent.Total,172695
SEL-L-06-13,Takla_Trem_S_S,2017,Recent.Total,130493
SEL-L-09-03,Shuswap_L,2017,Recent.Total,2112414
SER-R03,Harrison_RT,2017,Recent.Total,202748
SEL-L-03-05,Pitt_ES,2012,Recent.Total,24846
SEL-L-06-20,Nadina_Francois_ES,2012,Recent.Total,12488
SEL-L-10-01,Kamloops_ES,2012,Recent.Total,9200
SEL-L-07-01,Bowron_ES,2012,Recent.Total,3409
SEL-L-10-03,North_Barriere_ES,2012,Recent.Total,5466
SEL-L-05-02,Nahatlatch_ES,2012,Recent.Total,2554
SEL-L-06-16,Taseko_ES,2012,Recent.Total,248
SEL-L-03-01,Chilliwack_ES,2012,Recent.Total,12637
SEL-L-06-01,Anderson_Seton_ES,2012,Recent.Total,6176
SEL-L-06-03,Chilko_S_ES,2012,Recent.Total,692217
SEL-L-06-07,Fran_Fras_S,2012,Recent.Total,100096
SEL-L-03-02,Cultus_L,2012,Recent.Total,353
SEL-L-06-11,Seton-L,2012,Recent.Total,12762
SEL-L-03-04,Harrison_US_L,2012,Recent.Total,25964
SER-R02,Widgeon_RT,2012,Recent.Total,682
SEL-L-04-01,Lillooet_Harr_L,2012,Recent.Total,70497
SEL-L-03-03,Harrison_DS_L,2012,Recent.Total,5426
SEL-L-09-02,Shuswap_ES,2012,Recent.Total,974533
SEL-L-06-14,Takla_Trem_Estu,2012,Recent.Total,43001
SEL-L-06-10,Quesnel_S,2012,Recent.Total,148142
SEL-L-06-13,Takla_Trem_S_S,2012,Recent.Total,80540
SEL-L-09-03,Shuswap_L,2012,Recent.Total,5522291
SER-R03,Harrison_RT,2012,Recent.Total,284103
SEL-L-03-05,Pitt_ES,2017,Recent.Geom.Total,47700
SEL-L-06-20,Nadina_Francois_ES,2017,Recent.Geom.Total,26100
SEL-L-10-01,Kamloops_ES,2017,Recent.Geom.Total,10700
SEL-L-07-01,Bowron_ES,2017,Recent.Geom.Total,1656
SEL-L-10-03,North_Barriere_ES,2017,Recent.Geom.Total,2800
SEL-L-05-02,Nahatlatch_ES,2017,Recent.Geom.Total,2300
SEL-L-06-16,Taseko_ES,2017,Recent.Geom.Total,186
SEL-L-03-01,Chilliwack_ES,2017,Recent.Geom.Total,12600
SEL-L-06-01,Anderson_Seton_ES,2017,Recent.Geom.Total,18045
SEL-L-06-03,Chilko_S_ES,2017,Recent.Geom.Total,599900
SEL-L-06-07,Fran_Fras_S,2017,Recent.Geom.Total,135100
SEL-L-03-02,Cultus_L,2017,Recent.Geom.Total,438
SEL-L-06-11,Seton-L,2017,Recent.Geom.Total,599
SEL-L-03-04,Harrison_US_L,2017,Recent.Geom.Total,5400
SER-R02,Widgeon_RT,2017,Recent.Geom.Total,435
SEL-L-04-01,Lillooet_Harr_L,2017,Recent.Geom.Total,28800
SEL-L-03-03,Harrison_DS_L,2017,Recent.Geom.Total,4200
SEL-L-09-02,Shuswap_ES,2017,Recent.Geom.Total,105619
SEL-L-06-14,Takla_Trem_Estu,2017,Recent.Geom.Total,75310
SEL-L-06-10,Quesnel_S,2017,Recent.Geom.Total,172695
SEL-L-06-13,Takla_Trem_S_S,2017,Recent.Geom.Total,130493
SEL-L-09-03,Shuswap_L,2017,Recent.Geom.Total,2112414
SER-R03,Harrison_RT,2017,Recent.Geom.Total,165300
SEL-L-03-05,Pitt_ES,2012,Recent.Geom.Total,21991
SEL-L-06-20,Nadina_Francois_ES,2012,Recent.Geom.Total,8806
SEL-L-10-01,Kamloops_ES,2012,Recent.Geom.Total,8469
SEL-L-07-01,Bowron_ES,2012,Recent.Geom.Total,2321
SEL-L-10-03,North_Barriere_ES,2012,Recent.Geom.Total,2664
SEL-L-05-02,Nahatlatch_ES,2012,Recent.Geom.Total,1674
SEL-L-06-16,Taseko_ES,2012,Recent.Geom.Total,130
SEL-L-03-01,Chilliwack_ES,2012,Recent.Geom.Total,5840
SEL-L-06-01,Anderson_Seton_ES,2012,Recent.Geom.Total,4980
SEL-L-06-03,Chilko_S_ES,2012,Recent.Geom.Total,365259
SEL-L-06-07,Fran_Fras_S,2012,Recent.Geom.Total,73282
SEL-L-03-02,Cultus_L,2012,Recent.Geom.Total,278
SEL-L-06-11,Seton-L,2012,Recent.Geom.Total,1790
SEL-L-03-04,Harrison_US_L,2012,Recent.Geom.Total,14365
SER-R02,Widgeon_RT,2012,Recent.Geom.Total,357
SEL-L-04-01,Lillooet_Harr_L,2012,Recent.Geom.Total,52899
SEL-L-03-03,Harrison_DS_L,2012,Recent.Geom.Total,4441
SEL-L-09-02,Shuswap_ES,2012,Recent.Geom.Total,974533
SEL-L-06-14,Takla_Trem_Estu,2012,Recent.Geom.Total,43001
SEL-L-06-10,Quesnel_S,2012,Recent.Geom.Total,148142
SEL-L-06-13,Takla_Trem_S_S,2012,Recent.Geom.Total,80540
SEL-L-09-03,Shuswap_L,2012,Recent.Geom.Total,5522291
SER-R03,Harrison_RT,2012,Recent.Geom.Total,115284
SEL-L-03-05,Pitt_ES,2017,Lower.Ratio,7.644459886
SEL-L-06-20,Nadina_Francois_ES,2017,Lower.Ratio,1.20311023
SEL-L-10-01,Kamloops_ES,2017,Lower.Ratio,2.158007752
SEL-L-07-01,Bowron_ES,2017,Lower.Ratio,0.328099902
SEL-L-10-03,North_Barriere_ES,2017,Lower.Ratio,4.375684643
SEL-L-05-02,Nahatlatch_ES,2017,Lower.Ratio,
SEL-L-06-16,Taseko_ES,2017,Lower.Ratio,
SEL-L-03-01,Chilliwack_ES,2017,Lower.Ratio,1.575
SEL-L-06-01,Anderson_Seton_ES,2017,Lower.Ratio,4.927635172
SEL-L-06-03,Chilko_S_ES,2017,Lower.Ratio,8.277771371
SEL-L-06-07,Fran_Fras_S,2017,Lower.Ratio,5.56981611
SEL-L-03-02,Cultus_L,2017,Lower.Ratio,0.029929996
SEL-L-06-11,Seton-L,2017,Lower.Ratio,0.273200299
SEL-L-03-04,Harrison_US_L,2017,Lower.Ratio,0.503231271
SER-R02,Widgeon_RT,2017,Lower.Ratio,
SEL-L-04-01,Lillooet_Harr_L,2017,Lower.Ratio,2.031358751
SEL-L-03-03,Harrison_DS_L,2017,Lower.Ratio,
SEL-L-09-02,Shuswap_ES,2017,Lower.Ratio,2.903216053
SEL-L-06-14,Takla_Trem_Estu,2017,Lower.Ratio,0.77097111
SEL-L-06-10,Quesnel_S,2017,Lower.Ratio,0.956806711
SEL-L-06-13,Takla_Trem_S_S,2017,Lower.Ratio,1.158907638
SEL-L-09-03,Shuswap_L,2017,Lower.Ratio,6.797070625
SER-R03,Harrison_RT,2017,Lower.Ratio,4.246338259
SEL-L-03-05,Pitt_ES,2012,Lower.Ratio,3.665166667
SEL-L-06-20,Nadina_Francois_ES,2012,Lower.Ratio,0.518
SEL-L-10-01,Kamloops_ES,2012,Lower.Ratio,1.4115
SEL-L-07-01,Bowron_ES,2012,Lower.Ratio,0.58025
SEL-L-10-03,North_Barriere_ES,2012,Lower.Ratio,5.223529412
SEL-L-05-02,Nahatlatch_ES,2012,Lower.Ratio,
SEL-L-06-16,Taseko_ES,2012,Lower.Ratio,
SEL-L-03-01,Chilliwack_ES,2012,Lower.Ratio,0.73
SEL-L-06-01,Anderson_Seton_ES,2012,Lower.Ratio,1.66
SEL-L-06-03,Chilko_S_ES,2012,Lower.Ratio,9.365615385
SEL-L-06-07,Fran_Fras_S,2012,Lower.Ratio,1.744808837
SEL-L-03-02,Cultus_L,2012,Lower.Ratio,0.023166667
SEL-L-06-11,Seton-L,2012,Lower.Ratio,1.79
SEL-L-03-04,Harrison_US_L,2012,Lower.Ratio,1.596111111
SER-R02,Widgeon_RT,2012,Lower.Ratio,
SEL-L-04-01,Lillooet_Harr_L,2012,Lower.Ratio,4.809
SEL-L-03-03,Harrison_DS_L,2012,Lower.Ratio,
SEL-L-09-02,Shuswap_ES,2012,Lower.Ratio,26.78760225
SEL-L-06-14,Takla_Trem_Estu,2012,Lower.Ratio,0.440210923
SEL-L-06-10,Quesnel_S,2012,Lower.Ratio,0.820773743
SEL-L-06-13,Takla_Trem_S_S,2012,Lower.Ratio,0.71527667
SEL-L-09-03,Shuswap_L,2012,Lower.Ratio,17.76896098
SER-R03,Harrison_RT,2012,Lower.Ratio,12.80933333
SEL-L-03-05,Pitt_ES,2017,Upper.Ratio,2.345893103
SEL-L-06-20,Nadina_Francois_ES,2017,Upper.Ratio,0.38229098
SEL-L-10-01,Kamloops_ES,2017,Upper.Ratio,0.599834861
SEL-L-07-01,Bowron_ES,2017,Upper.Ratio,0.089126918
SEL-L-10-03,North_Barriere_ES,2017,Upper.Ratio,0.549339763
SEL-L-05-02,Nahatlatch_ES,2017,Upper.Ratio,
SEL-L-06-16,Taseko_ES,2017,Upper.Ratio,
SEL-L-03-01,Chilliwack_ES,2017,Upper.Ratio,0.7875
SEL-L-06-01,Anderson_Seton_ES,2017,Upper.Ratio,0.800789917
SEL-L-06-03,Chilko_S_ES,2017,Upper.Ratio,1.581510481
SEL-L-06-07,Fran_Fras_S,2017,Upper.Ratio,1.101851053
SEL-L-03-02,Cultus_L,2017,Upper.Ratio,0.014293937
SEL-L-06-11,Seton-L,2017,Upper.Ratio,0.044526624
SEL-L-03-04,Harrison_US_L,2017,Upper.Ratio,0.063832305
SER-R02,Widgeon_RT,2017,Upper.Ratio,
SEL-L-04-01,Lillooet_Harr_L,2017,Upper.Ratio,0.374364414
SEL-L-03-03,Harrison_DS_L,2017,Upper.Ratio,
SEL-L-09-02,Shuswap_ES,2017,Upper.Ratio,0.74512861
SEL-L-06-14,Takla_Trem_Estu,2017,Upper.Ratio,0.200199907
SEL-L-06-10,Quesnel_S,2017,Upper.Ratio,0.129080022
SEL-L-06-13,Takla_Trem_S_S,2017,Upper.Ratio,0.209584887
SEL-L-09-03,Shuswap_L,2017,Upper.Ratio,1.176918204
SER-R03,Harrison_RT,2017,Upper.Ratio,1.353088249
SEL-L-03-05,Pitt_ES,2012,Upper.Ratio,0.999590909
SEL-L-06-20,Nadina_Francois_ES,2012,Upper.Ratio,0.151827586
SEL-L-10-01,Kamloops_ES,2012,Upper.Ratio,0.368217391
SEL-L-07-01,Bowron_ES,2012,Upper.Ratio,0.136529412
SEL-L-10-03,North_Barriere_ES,2012,Upper.Ratio,0.5328
SEL-L-05-02,Nahatlatch_ES,2012,Upper.Ratio,
SEL-L-06-16,Taseko_ES,2012,Upper.Ratio,
SEL-L-03-01,Chilliwack_ES,2012,Upper.Ratio,0.365
SEL-L-06-01,Anderson_Seton_ES,2012,Upper.Ratio,0.262105263
SEL-L-06-03,Chilko_S_ES,2012,Upper.Ratio,1.337945055
SEL-L-06-07,Fran_Fras_S,2012,Upper.Ratio,0.37580498
SEL-L-03-02,Cultus_L,2012,Upper.Ratio,0.0086875
SEL-L-06-11,Seton-L,2012,Upper.Ratio,0.22375
SEL-L-03-04,Harrison_US_L,2012,Upper.Ratio,0.189013158
SER-R02,Widgeon_RT,2012,Upper.Ratio,
SEL-L-04-01,Lillooet_Harr_L,2012,Upper.Ratio,0.687
SEL-L-03-03,Harrison_DS_L,2012,Upper.Ratio,
SEL-L-09-02,Shuswap_ES,2012,Upper.Ratio,6.875206143
SEL-L-06-14,Takla_Trem_Estu,2012,Upper.Ratio,0.114310621
SEL-L-06-10,Quesnel_S,2012,Upper.Ratio,0.110728209
SEL-L-06-13,Takla_Trem_S_S,2012,Upper.Ratio,0.129355589
SEL-L-09-03,Shuswap_L,2012,Upper.Ratio,3.076709777
SER-R03,Harrison_RT,2012,Upper.Ratio,3.602625
SEL-L-03-05,Pitt_ES,2017,Recent.ER,0.156828537
SEL-L-06-20,Nadina_Francois_ES,2017,Recent.ER,0.284064586
SEL-L-10-01,Kamloops_ES,2017,Recent.ER,0.328338646
SEL-L-07-01,Bowron_ES,2017,Recent.ER,0.264407251
SEL-L-10-03,North_Barriere_ES,2017,Recent.ER,0.389346288
SEL-L-05-02,Nahatlatch_ES,2017,Recent.ER,
SEL-L-06-16,Taseko_ES,2017,Recent.ER,
SEL-L-03-01,Chilliwack_ES,2017,Recent.ER,
SEL-L-06-01,Anderson_Seton_ES,2017,Recent.ER,0.276560447
SEL-L-06-03,Chilko_S_ES,2017,Recent.ER,0.363062933
SEL-L-06-07,Fran_Fras_S,2017,Recent.ER,0.373970436
SEL-L-03-02,Cultus_L,2017,Recent.ER,0.330122166
SEL-L-06-11,Seton-L,2017,Recent.ER,0.341610172
SEL-L-03-04,Harrison_US_L,2017,Recent.ER,0.340863507
SER-R02,Widgeon_RT,2017,Recent.ER,
SEL-L-04-01,Lillooet_Harr_L,2017,Recent.ER,0.272988923
SEL-L-03-03,Harrison_DS_L,2017,Recent.ER,
SEL-L-09-02,Shuswap_ES,2017,Recent.ER,0.372576512
SEL-L-06-14,Takla_Trem_Estu,2017,Recent.ER,0.064483193
SEL-L-06-10,Quesnel_S,2017,Recent.ER,0.341083747
SEL-L-06-13,Takla_Trem_S_S,2017,Recent.ER,0.373795504
SEL-L-09-03,Shuswap_L,2017,Recent.ER,0.350432815
SER-R03,Harrison_RT,2017,Recent.ER,0.189782764
SEL-L-03-05,Pitt_ES,2012,Recent.ER,0.111087043
SEL-L-06-20,Nadina_Francois_ES,2012,Recent.ER,0.352970115
SEL-L-10-01,Kamloops_ES,2012,Recent.ER,0.295870461
SEL-L-07-01,Bowron_ES,2012,Recent.ER,0.309315058
SEL-L-10-03,North_Barriere_ES,2012,Recent.ER,0.295870461
SEL-L-05-02,Nahatlatch_ES,2012,Recent.ER,
SEL-L-06-16,Taseko_ES,2012,Recent.ER,
SEL-L-03-01,Chilliwack_ES,2012,Recent.ER,
SEL-L-06-01,Anderson_Seton_ES,2012,Recent.ER,0.257828868
SEL-L-06-03,Chilko_S_ES,2012,Recent.ER,0.329039992
SEL-L-06-07,Fran_Fras_S,2012,Recent.ER,0.337717537
SEL-L-03-02,Cultus_L,2012,Recent.ER,0.276028494
SEL-L-06-11,Seton-L,2012,Recent.ER,0.321999343
SEL-L-03-04,Harrison_US_L,2012,Recent.ER,0.318460482
SER-R02,Widgeon_RT,2012,Recent.ER,
SEL-L-04-01,Lillooet_Harr_L,2012,Recent.ER,0.267201489
SEL-L-03-03,Harrison_DS_L,2012,Recent.ER,
SEL-L-09-02,Shuswap_ES,2012,Recent.ER,0.329552542
SEL-L-06-14,Takla_Trem_Estu,2012,Recent.ER,0.099711155
SEL-L-06-10,Quesnel_S,2012,Recent.ER,0.36853907
SEL-L-06-13,Takla_Trem_S_S,2012,Recent.ER,0.377860856
SEL-L-09-03,Shuswap_L,2012,Recent.ER,0.332538926
SER-R03,Harrison_RT,2012,Recent.ER,0.157944751
